ID,Player,Team,ESPN POS,ESPN MVPOS,YAHOO POS,YAHOO MVPOS,Rank,PA,AB,R,HR,RBI,SB,AVG,OBP,H,H+BB+HBP,IP,W,L,ERA,WHIP,K,SV,ER,H+BB,Blurb
4505,Jordan Zimmermann,WAS,SP,SP,SP,SP,64,,,,,,,,,,,189,14,10,3.09,1.13,172,,64.9385748,213.7298724,"I'll put it to you as plain as that hairy mole on your cheek that you nicknamed Brad.  If Zimmermann does not take a step forward, he'll be worth this draft slot.  Now to get you all jazzed, Kermit Ruffins.  He's 26 years old and about to enter his third season starting, the time when pitchers really break out.  In the minors, he showed a lot more Ks and last year his K-rate went up a tick from 2011.  His fastball also got a hair faster.  He gives up absolutely no free passes (13th best in the majors for starters).  Quick math for you:  Ks + no walks = François Truffaut.  Whoa, my math was way off there.  It was supposed to equal number one starter."
3815,Mat Latos,CIN,SP,SP,SP,SP,65,,,,,,,,,,,178,16,9,3.33,1.12,188,,65.70568309,198.8928785,"As I went over in my <a href=""http://razzball.com/eric-hosmer-2013-fantasy-sleeper/"">Eric Hosmer sleeper</a> post, I wrote how I worry that I'll sometimes go back for more abuse because of a self-fulfilling, self-defeating self-self-self thing.  Latos falls into that category.  I drafted him last year and got none of the stuff that made Dallas Latos fall in love with him (I'm talking on the field; not the ceiling bedroom mirror or the three Pomeranians).  His 2nd half 2.84 ERA while limiting hitters to a .215 average are the stuff dreams are made of, assuming your fantasies are about fantasy.  You literal, sumbitch! "
1890,Matt Moore,TB,SP,SP,SP,SP,66,,,,,,,,,,,160,15,9,3.19,1.23,225,,56.75003826,196.9350857,"Before you start lambasting me like the turkey you think I am for ranking Moore here, no one is drafting Moore 16th overall for all starters.  You draft, say, Greinke, then you wait seven or so rounds and draft Moore.  He's your 2nd starter.  The same way I drafted Bumgarner and Gio last year.  You want me to sit here -- and I am sitting -- and rehash end of the season rankings and say that's what you should do for 2013?  Is that helpful to anyone?  I'm telling you how to draft for 2013, not 2012.  There are a ton of rankings that just rehash last year.  I'm sure you can find them.  No, Moore, wasn't great last year with a 3.81 ERA and an even worse 4.35 xFIP.  He had a 3.01 ERA 2nd half ERA and that was with a terrible month of September (5.48).  His 2nd half walk rate was 3.61 compared to his 4.54 in the first half.  In the minors, he didn't have control problems.  Something was off in the first half of the year.  He had the 12th best K-rate last year at 8.88.  That number is paltry compared to his minor league numbers.  He has 10+ K-rate stuff.  Wanna a guy who gives top five starter numbers but comes at a third of the cost?  What Moore do you need?"
1002,Aramis Ramirez,MIL,3B,3B,3B,3B,67,569,515.1800196,72,24,87,3,0.277,0.334,143,190,,,,,,,,,,"This is a new tier.  This tier goes from here until Freese.  I call this tier, ""I'm worried about this tier.  Perhaps irrationally so.  Who's irrational?  Me?""  Aramis is going to be 35 years old in June.  I don't tell you this so you can set your iCal reminder to send him an e-card.  At some point, the wheels are gonna come off.  Now it will either be a slow, steady decline where we get 25 homers this year, 22 homers next year and then we're praying for 20 homers the following year but only get 12.  Or maybe the wheels come off this year and then he struggles to get the wheels back on for a few years until he retires.  Or maybe he's going to get better at the age of 35 like Barry Bonds, Rafael Palmeiro and Mark McGwire.  Emoticon with a needle sticking into its butt."
5247,Brett Lawrie,TOR,3B,3B,3B,3B,68,561,515.3546374,74,17,83,14,0.278,0.323,143,181,,,,,,,,,,"Obviously, Lawrie said something nasty to Dwayne Murphy and Murph didn't share with him the special homer sauce that he gave to Bautista and Encarnacion.  If I were Dwayne Murphy and Dwayne Murphy were still the Blue Jays hitting coach, I'd tell Lawrie to stop hitting every pitch into the GEE DEE ground.  Ground balls, super-friendly hops aside, are not how you hit home runs.  His 50.2% GB rate was up there with such homer stalwarts as Ichiro, Daniel Murphy and Jemile Weeks.  Emphasis on ""warts.""  He needs to drop that rate to around 45% and raise his fly ball rate (which was 29.8%) to around 34%.  All doable things.  If he does that, he'll hit 15 homers even with a terrible 9 % HR/FB rate as it was last year.  If he raises that just a tad, he hits 20 homers.   The steals are another whole set of question marks.  He has speed, but 13 steals and 8 times caught as it was last year isn't gonna cut the cheese.  Isn't gonna butter the biscuits and definitely isn't gonna mustard up the hot dog.  Last year was a lost year.  He could easily turn things around a'la Heyward from 2011 to 2012, but there's no guarantees here."
10233,Aroldis Chapman,CIN,SP,SP,SP,SP,69,,,,,,,,,,,140,12,4,2.9,1.1,170,,45.0225,153.6975,"I already went over my <a href=""http://razzball.com/a-role-dis-chapman-was-born-to-play/"">Aroldis Chapman 2013 fantasy</a>.  It was written between G and TL.  "
6104,Aaron Hill,ARI,2B,2B,2B,2B,70,588,535.5353787,86,22,80,12,0.263,0.326,141,192,,,,,,,,,,"I have little faith in Hill and this is after the love of Tim McGraw helped her get through a tough stretch.  *checking notes*  Oops. I have no faith in Aaron Hill, and this is one of the good 2nd basemen -- yay!  He seems completely capable of a year where he hits 5 homers and .215.  All we have to go on though is what he should be with all things being equal.  Last year, his HR/FB% was 11.2 -- repeatable; his 12.9 strikeout percentage -- repeatable; and his 14 steals are, well, you know.  He could go 20/20 with a .280 average, but I don't feel completely confident."
8709,Elvis Andrus,TEX,SS,SS,SS,SS,71,689,608.6533054,91,5,60,35,0.285,0.345,173,238,,,,,,,,,,"In the past, if Josh Hamilton had a bad season, it meant a solid steal season from Andrus.  Well, we don't have to worry about that Hamilton guy anymore adding so much offense that it was encroaching on others.  The nerve!  Or noive, if you're reading this in a Curly Howard voice.  Andrus has been consistent across the five fantasy categories, except steals, which makes him exceedingly frustrating because that's what we rely on from him.  <em>Tell me something I don't know! </em> Sorry, Random Italicized Voice, how about only Reyes and Jeter have scored more runs than Andrus in the last three years?  <em>Oh, my last comment was a figure of speech, I didn't need to know anything else.</em>"
9848,Austin Jackson,DET,OF,OF,OF,OF,72,696,621.9503794,105,15,62,20,0.288,0.34,179,236,,,,,,,,,,"I almost put Austin Jackson in the top 20.  I was thisclose.  Nay!  Thisclose.  Is that closer?  Yeah, it is.  But Jackson's in the same tier as guys in the top 20, so it's kinda like they're together.  They can go for drinks together.  ""Whaddup, Desmond Jennings?  We were in the same tier on Grey's preseason rankings!""  That's Austin greeting Jennings at the All-Star Game.  The lack of walks from Jackson in previous seasons scared the bedeityofchoiceus out of me.  The Ks weren't something I liked.  I had concerns about Jackson four ways to Wednesday.  Last year, he raised his walks, lowered his Ks and made solid contact.  The steals were a bit low (12), coupled with 9 times caught stealing.  That's a concern, but he's fast and 26 years old.  Me likey.  Guys and four girls, please draft Austin Jackson."
5209,Alex Gordon,KC,OF,OF,OF,OF,73,656,567.7771762,92,27,105,10,0.290,0.356,165,233,,,,,,,,,,"Here's one place I go a tad screwy.  The other guys in this tier are clearly number one outfielders or obviously headed that way.  There's issues with some of them, but you see their number one-ness.  Last year, Gordon hit 14 homers.  Yay.  Placido Polanco called and asked him if he wanted some power hitting tips.  I'm looking at Gordon's peripherals though, and I'm really liking what I'm seeing.  His walks went up, line drives went up (not literally) and Ks went down.  His fly balls went down (literally), but not to the point where we need to be alarmed.  His doubles are insane (51 last year) and he's going to be 28 years old, which I'm hoping means this is the year his power peaks.  He needs luck here, but if he hits enough ""Just enoughs"" (almost stutterer!) and has another 150+ game season, he's going to be a huge breakout for 2013.  The markings are on the wall; he just needs to tag the ball.  Banksy approves."
8252,Hunter Pence,SF,OF,OF,OF,OF,74,644,584.1149387,81,24,95,7,0.284,0.335,166,216,,,,,,,,,,"This is a new tier.  This tier goes from here until Markakis.  I call this tier, ""We had some good times with these guys.  Like that time when we...Uh... And that other time!""  This is gonna be a long tier of players you all know more or less and who've you've gotten more and/or less from depending on their season.  Each guy is six of one/half dozen of another.  Everything from last year looks repeatable for Pence with a touch higher average.  The problem, of course, he only hit 25 homers and stole 5 bases.  If he's not stealing 15 bases a year, like he's a few years removed from, then his value drops to a solid number two outfielder, but not a number one."
2090,Alex Rios,CHA,OF,OF,OF,OF,75,630,566.6983955,88,19,70,18,0.281,0.314,159,198,,,,,,,,,,"Rios's career reminds me of the Game song, Martians vs. Goblins.  In the general sense.  Not in the general sense that it's a phenomenal song, but in the general sense that Rios looks schizophrenic from year to year, fighting with himself over what he is.  B**ch, I'm a motherf**kin' martian, I'm a goddamn goblin!  So, will Rios fall back like LeBron's hairline, sucking like with wonton soup or will his power be limitless like Blanka on Sega Genesis?  I have no idea.  Keep in mind, last year I told you to draft him and this year I'm weary because he's priced much higher._"
2434,Nelson Cruz,TEX,OF,OF,OF,OF,76,558,506.7723183,74,25,86,7,0.265,0.327,134,182,,,,,,,,,,"He's a number one outfielder...If he doesn't get hurt.  That ""if"" is bigger than Tarantino's ego.  So, will Cruz rebound nicely without Hamilton or will he do Jackie Brown, some high profile karate crap and some period pieces that are wrapped in a bow by the media pretending to be more than they are, which is nice in parts, but poor as a whole?_"
589,Carlos Beltran,STL,OF,OF,OF,OF,77,488,429.076769,75,23,89,10,0.279,0.353,120,172,,,,,,,,,,"You know the hot garbage you leave out over night then decide to make a hat out of?  That was Beltran in the 2nd half of last year.  It was a garbage hat.  His 2nd half:  33/12/32/.236/5.  I just vomited in my mouth then spit it on the floor and it spelled out, ""I'm vomit.  What's up?""_  If that 2nd half is any indication of which way this 35-year-old is headed, I'd stay away.  But his 1st half was green money.  I think we'll probably get somewhere between the two for the full 2013 season, which is still a'ight."
5361,Freddie Freeman,ATL,1B,1B,1B,1B,78,636,568.7054189,90,25,98,2,0.267,0.343,152,218,,,,,,,,,,"Member when you were a kid and trying not to step on any cracks for fear of repercussions about someone else having their back broken?  Instead of taking a regular step forward, you'd take a measured half step forward which landed in you in a safe spot.  That's the kind of step forward Freeman took last year.  At 23 years old and going into his third full major league season, there's a chance for larger step forward, but I expect another small one."
6876,Mark Trumbo,LAA,"1B,OF","1B,OF",OF,OF,79,452,417.9384671,62,28,82,5,0.258,0.301,108,136,,,,,,,,,,"This is a new tier.  This tier goes from here until Hosmer.  I call this tier, ""Two of these guys will be good value, two of these guys will be terrible value, one of these guys will be great value, one of these guys will just recoup their value... Wait, how many guys is that?""  This is where the 1st basemen rankings get confusing, hence the tier name.  The next tier have names everyone knows but are on a serious downturn of their career.  This tier is filled with guys that are high risk and high reward that could easily outperform the above tier, and, according to our <a href=""http://razzball.com/playerrater/"">Fantasy Baseball Player Rater</a>, some already did outperform them last year.  How did Pujols, Trumbo and Morales all get 1st base eligibility again on the same team?  Did they have two 1st basemen on the field at once and no 3rd baseman or left fielder?  Yes, but technically only one of them was playing 1st at any given moment.  This tier of players could also be considered high risk/high reward.  Trumbo and Davis are probably the two biggest for that.  I wouldn't be shocked to see Trumbo have a three homer, .205 month of April and lose a starting job to Vernon Wells.  Remember, Trumbo's 2nd half last year was of the .227 with 10 homer-variety, where he sat out 7 times in the final 30 games."
4235,Jered Weaver,LAA,SP,SP,SP,SP,80,,,,,,,,,,,195,16,7,3.33,1.1,172,,71.97091704,213.9675912,"This is a new tier.  This tier goes from here until the top 40 starters for 2013 fantasy baseball.  I call this tier, ""On my HP Tablet, I designed this tier to be lower than others have them.  Now excuse me while I go over to the Nine West accessory wall.""  Unlike the first tier in the top 20 starters, this tier is meant to ignore because I don't trust any of these starters.  They all have flashing signs over their heads that read, ""I'm gonna fail to live up to expectations.""  The sign is in 8 point font so it can fit the whole phrase on there.  Where do we start with why Weaver is a flipping mess?  His K-rate last year -- burp.  His xFIP last year -- burp, burp, fart.  His fastball velocity last year -- fart, fart, shart.  I nearly dropped him out of my top twenty, but I felt ranking him here was late enough so he'd be off the board by the time I needed to draft a starter.  Also, I'm only drafting one pitcher from all twenty of these guys, chances are I won't need Weaver."
5975,Jonathan Papelbon,PHI,RP,RP,RP,RP,81,,,,,,,,,,,65,4,2,2.55,1.02,85,43,18.36,66.096,0
404,CC Sabathia,NYA,SP,SP,SP,SP,82,,,,,,,,,,,221,16,10,3.56,1.2,188,,87.60651429,265.7725714,"In the offseason, he had a bone spur removed from his elbow.  The Yankees' pitching coach, Larry Rothschild (no relation to Larry Rothsbrother) said that the Yanks would limit CC's workload in 2013.  When a pitching coach is talking about limiting a pitcher in December, how much better do you think the pitcher is going to get, say, 150 innings into the season?  If you answered ""less better,"" that's an awkward phrase but I understand what you mean.  "
10603,Chris Sale,CHA,SP,SP,SP,SP,83,,,,,,,,,,,185,13,6,3.45,1.18,178,,70.75759655,217.8103407,"I'm here from the future.  *wavy lines*  The day is August 1st, 2013.  Greetings, earthlings!  Don't worry, I'm not an alien.  I'm also an earthling.  But the greeting, ""Greetings, earthlings!"" becomes a common thing to say in July of 2013 to your friends after a little known Bangladeshi artist, Bappi, comes out with a YouTube sensation, ""Greetings, Earthlings-style!""  Some think it's just a lazy Gangnam rip-off, but... Anyway!  On August 1st, 2013, Chris Sale brings his 4.00+ ERA back from the DL and I say, ""He threw too many innings in 2012 and it's caught up to him in a bad way.  I told you not to draft him, earthlings.""  So now when I quote that, I'll be able to point out how I was right about Chris Sale and Bappi."
1245,R.A. Dickey,TOR,SP,SP,SP,SP,84,,,,,,,,,,,197,16,8,3.38,1.17,182,,74.05997891,230.7253189,"When Dickey went to the Blue Jays, I wrote up my <a href=""http://razzball.com/getting-dickey-is-all-in-the-extension/"">R.A. Dickey 2013 fantasy</a>.  There's only two cock jokes.  Sorry, ladies."
7059,James Shields,KC,SP,SP,SP,SP,85,,,,,,,,,,,213,13,10,3.77,1.26,198,,89.4231936,268.9811712,"When Shields went to the Royals, here's what I said, ""Poor guy.  Now he has to contend (bad word choice) with the Royals.  He's gonna forever be known as the guy the Royals gave Wil Myers away for (and Mike Montgomery and Jake Odorizzi ‹ Jesus!).  In 2011, he had an xFIP of 3.25.  In 2012, he had a xFIP of 3.24.  In 2011, he had a K-rate of 8.12.  In 2012, he had a K-rate of 8.82.  In 2011, he had an ERA of 2.82.  In 2012, he might've had a better year even though his ERA was 3.52.  That's the good news.  The bad news is his Home ERA in his career is 3.33, and his Away ERA is 4.54.  Sure, his Fenway ERA was 5.86 and Yankee Stadium ERA was 6.35, but his Kaufman Stadium ERA is 6.38, his Progressive Field ERA is 4.44, his Hubert H. Homerfree Retrodome ERA is even 3.79.  The only place he's had success is in Comerica.  I was going to like Shields this year.  Now, I'm not messing with him.""  And that's me quoting me!_"
13074,Yu Darvish,TEX,SP,SP,SP,SP,86,,,,,,,,,,,185,15,10,3.74,1.24,228,,76.74549641,229.0052781,"This is a a new tier.  This tier goes from here until Peavy.  I call this tier, ""I'll grab one of these guys when possible; just not going apeshizz cray cray."" What I mean by this tier is I'll probably not sweat it if someone drafts one of these guys prior to me, but I will draft them if they're there (stutterer!).  In April and September, his ERA was 2.20 in 69.2 inning.  In May, June, July and August, his ERA was 4.87 in 121.2 IP.  So it looks like dealing with the Dallas heat was Darvish's biggest hurdle last year.  A leaguemate watching you at your 2013 draft, ""Why are you reading the Farmer's Almanac?""  You, ""Seeing if it's going to be any cooler in Texas this year.""  Al Gore enters your draft with a PowerPoint presentation, ""As I was saying as consultant of The Beasts of the Southern Wild, there's ice caps melting at such a rapid rate--""  Everyone at your draft, ""Noooooo!  Not Al Gore!"""
8173,Yovani Gallardo,MIL,SP,SP,SP,SP,87,,,,,,,,,,,192,15,10,3.69,1.26,205,,78.588144,241.514784,"The great (and peaceful) strides made by YoGa in 2011 for his walk rate went poof...in the wind.  If he regains his 2011 walk rate, he'll be a top 15 starter.  Luckily, due to his Ks, he won't be worse than around the 24th ranked starter, so I ranked him here.  Cool, huh?_"
9417,Kris Medlen,ATL,SP,SP,SP,SP,88,,,,,,,,,,,161,13,8,3.44,1.18,161,,61.59492,190.15641,"I tried to figure out how to get Medlen in the top 20 starters for longer than I can to admit (117 minutes).  Then I looked at my projections for him (a high 7 K-rate and a 3-something ERA) and I couldn't justify it.  If you do skip the Weaver tier from the top 20, then you might get Medlen anyway.  His K/BB is a thing of beauty.  Really, he's not that far from Jordan Zimmermann Ks and walks-wise, maybe even better.  But the sample size on Medlen had me lower him.  Remember, the last year he started games (2010) he had a 3.86 ERA, 1.21 WHIP as a starter.  I love someone like Medlen off waivers.  I really don't want to pay top 20 price for him.  So, for 2013, I might be <a href=""http://www.youtube.com/watch?v=-EF91gJ6D0E"" target=""_blank"">Without Medlen</a>."
1051,Jake Peavy,CHA,SP,SP,SP,SP,89,,,,,,,,,,,192,12,6,3.6,1.14,175,,76.721175,218.6553488,"He has a career 3.46 ERA and only once in his ten-year career has he had a year of 200+ innings and a 4+ ERA.  That was back in 2006.  Unfortunately, since 2002, he's only had 4 seasons of 200+ innings.  So, if he's healthy, he's going to be a solid starter.  Within that ""if"" lies all of Peavy's problems.  Peavy is standing in a corn field in 2044 Kansas and suddenly that ""if"" appears with a hood over its head and gold bars taped to its back.  It's now up to Peavy what he's going to do."
9219,Danny Espinosa,WAS,"2B,SS","2B,SS",SS,SS,90,535,480.8959684,78,19,58,20,0.245,0.303,118,162,,,,,,,,,,"As long as his K-rate continues to trend up, which is down, I don't expect him to ever make a legitimate step forward without a huge BABIP year.  Like a .350+ BABIP-type year, i.e., he needs to get very lucky to hit above .255.   I before E except in Teixeira, I like Espinosa but he will be an average drain and have months where you're wondering why you ever drafted him."
3473,Anthony Rizzo,CHN,1B,1B,1B,1B,91,642,581.9283557,74,24,86,6,0.259,0.337,151,217,,,,,,,,,,"A to the nthony could easily outperform AuShizz, there's a sample size concern to his major league numbers.  Do we reject the notion of a sophomore slump after we've seen notable cases like Heyward, Lawrie and Hosmer succumb to it the last two years?  Do we reject the notion of Rizzo's 16 homers, .245 over 136 major league games is terrible even if his 2012 was solid?  Do we reject the notion that he can't hit lefties (.208 against)?  Do we say 'reject the notion' if we're not trying to sound pompous?  *pounding gavel*  I've got questions, y'all!  I don't think I'm going to be owning Rizzo in 2013.  Blame Hosmer last year.  Shoot, I've blamed him for everything else rotten in my life."
4298,Matt Wieters,BAL,C,C,C,C,92,560,501.3884669,71,24,85,2,0.264,0.333,132,186,,,,,,,,,,"Watching the transformation of Wieters from top prospect to top catcher is like watching a slow motion video of a flower blooming.  Hey, here comes the pistil!  *seven months later*  I think that's a petal!  It'll be beautiful one day, but, man, this is taking forever.  "
1857,Joe Mauer,MIN,"C,1B","C,1B",C,C,93,586,508.9767468,83,13,89,7,0.315,0.387,160,227,,,,,,,,,,"I have him lower than most other fantasy baseball 'perts because I can't understand why anyone would draft a catcher as high as Mauer's going when he's a 10-ish homer, 7-ish steal guy.  As far as I'm concerned, I'm not down on Mauer.  Everyone else is, in the sexual way.   He plays in a terrible park, his lineup looks it was ravaged by West Nile virus and he hits ground balls like he's a middle infielder.  Only five players had a worse fly ball percentage last year:  Ben Revere, Jeter, Jamey Carroll, Howie Kendrick and Elvis Andrus.  A lack-of-power hitters after him on the list continues:  Alcides, Michael Young, Denard Dawg, Ichiro, Bourn... Does this sound like a group of hitters you want a player associated with if they have less than 90 runs/RBIs and 10 steal potential?  The short answer is no.  The long answer is nooooooooooo."
5861,Jason Motte,STL,RP,RP,RP,RP,94,,,,,,,,,,,70,5,3,2.62,1,82,41,20.27176119,69.6358209,0
844,Mariano Rivera,NYA,RP,RP,RP,RP,95,,,,,,,,,,,62,3,1,3.08,1.12,50,35,21.0672,68.9472,0
9272,Chris Davis,BAL,"1B,OF","1B,OF",OF,OF,96,456,418.7310198,66,28,82,2,0.251,0.316,105,144,,,,,,,,,,"Last year, he had a 30.1% K-rate and a .270 average.  Out of the 12 guys with a K-rate 26.4% and more, the next best average was .253 by Kubel at 26.4%.  Since 1980, there's two guys with a K-rate above 30% with a .270 or better average.  Davis and Jose Hernandez, who hit .288 in 2002 with the help of a .404 BABIP.  Chris Davis either has to make adjustments or he will hit .240."
6893,Johnny Cueto,CIN,SP,SP,SP,SP,97,,,,,,,,,,,184,15,10,3.47,1.22,154,,71.05487455,224.8364618,"This is a new tier.  This tier goes from here until Lester.  I call this tier, ""Johnny Roy Jon isn't just your hillbilly neighbor; it's also this tier of SPs I don't like.""  In 2010, Cueto had a 3.64 ERA and a 4.09 xFIP.  In 2011, a 2.31 ERA and a 3.90 xFIP.  Last year, 2.78 ERA and a 3.65 xFIP.  The first name that comes to mind is my 4th grade teacher, Ms. Blighkatori.  But that's the first name that comes to mind for everything.  The 1st name that comes to mind related to Cueto is Matt Cain.  They both are able to beat their xFIP, year in and year out.  Cueto does it with ground balls; Cain with fly balls.  Cueto also does it with a below average K-rate and a declining velocity on his fastball.   Also, he's in a severe hitters' park.  Maybe Cueto can continue to brave the storm, somehow walking between the raindrops.  I'm not risking it. "
1303,Roy Halladay,PHI,SP,SP,SP,SP,98,,,,,,,,,,,175,13,9,3.64,1.15,182,,70.77549024,201.2434956,"All right, hotshot, you have to ask yourself how much are you willing to spend on a potential bounce back?  I'm not willing to spend anything when it comes to a soon-to-be 36-year-old pitcher whose skills are clearly declining.  His velocity was down, his walks were up, he didn't stay healthy... All things being equal, he shouldn't be worse than a 3.60 ERA, mid-7 K-rate pitcher.  I don't mean to rain on your parade, Bobby Darin, but that's not so great. "
4930,Jon Lester,BOS,SP,SP,SP,SP,99,,,,,,,,,,,193,14,9,3.78,1.28,186,,80.9390232,246.6713088,"Kinda like with Halladay, Lester can bounce back.  Why am I paying to find out?  You in a 50-team, AL-Only league?  You have to draft him?  Momma Lester holding a gun to your head?  Unlike Halladay, Lester's peripherals are pointing to a casual bounce back.  Nothing dramatic.  His velocity was good; his luck was bad; his walk rate actually got better.  Hey, I've nearly talked myself into drafting... Nah.  It's just not worth it unless he falls in the draft because his 4.82 ERA last year makes him too much of a value to pass up."
3254,Jeff Samardzija,CHN,SP,SP,SP,SP,100,,,,,,,,,,,174,12,7,3.45,1.24,195,,66.83867357,216.2085789,"This is a new tier.  This tier goes from here until Bailey.  I call this tier, ""These guys are my BFF (Best Fantasy Friends).""  All of these pitchers may get a sleeper post if they haven't already.  I'm slightly crazy for all of them.  Their projections are better than some guys above them.  The reason why they are lower is a few fold.  Onefold, these starters have more risk.  Twofold, the guys above them are safer.  Threefold, the first two folds were the same, why would there be a threefold?  I already went over my <a href=""http://razzball.com/jeff-samardzija-2013-fantasy-sleeper/"">Samardzija 2013 fantasy</a>.  I wrote it while wearing a pork pie hat, while calling myself Heisenberg."
11167,Josh Rutledge,COL,SS,SS,SS,SS,101,582,543.7275266,92,17,51,20,0.262,0.314,142,183,,,,,,,,,,"I already went over my <a href=""http://razzball.com/josh-rutledge-2013-fantasy-sleeper/"">Josh Rutledge fantasy</a>.  I wrote it while chasing a fly around a meth lab.  FWIWuertz, I want Rutledge on every team.  He's my go-to guy if I miss out on a 2nd baseman above him and I will reach for Rutledge.  Unfortunately, you will have to wait a week plus for him to gain 2nd base eligibility in most leagues, assuming Tulowitzki can stay healthy for a week plus."
3516,Eric Hosmer,KC,1B,1B,1B,1B,102,617,559.5875629,75,22,90,12,0.280,0.334,157,206,,,,,,,,,,"I already went over my <a href=""http://razzball.com/eric-hosmer-2013-fantasy-sleeper/"">Eric Hosmer 2013 fantasy</a>.  I wrote it while trying to figure out why the movie Flight wasn't called Leaving LVS."
785,Todd Frazier,CIN,"1B,3B","1B,3B",3B,3B,103,549,499.3389106,72,29,89,5,0.268,0.3,134,165,,,,,,,,,,"I already went over my <a href=""http://razzball.com/todd-frazier-2013-fantasy-sleeper/"">Todd Frazier 2013 fantasy</a>.  There's so much drool you would think I was splitting his first name and writing an ode to DD's."
745,David Ortiz,BOS,DH,DH,DH,DH,104,469,404.6701363,,,,,,0.373,0,175,,,,,,,,,,0
2154,Ryan Howard,PHI,1B,1B,1B,1B,105,568,500.1854533,79,30,98,,0.245,0.333,123,189,,,,,,,,,,"This is a new tier.  This tier goes from here until Young.  I call this tier, ""<a href=""http://www.youtube.com/watch?v=yLturSPk9no"" target=""_blank"">Cougar Love</a>.""  Member when Ryan Howard was a top 1st baseman?  We were younger then.  You and I.  You were still investing in real estate and I was living on your sofa.  Now you're sleeping on my old sofa and my old sofa is in an alley behind a Quiznos. Howard finally returned from Achilles surgery, had a miserable half year, and then his season was ended abruptly when he dropped a warmup bat on his toe, breaking it.  The only thing surprising about his last injury was Chase Utley didn't pull his hamstring grimacing from Howard's pain.  Howard says he's dropped considerable weight this offseason.  Hopefully, he didn't drop it on his toe."
1281,Mark Teixeira,NYA,1B,1B,1B,1B,106,566,487.7603698,86,27,95,,0.255,0.352,124,199,,,,,,,,,,"On one hand, I wouldn't be surprised if Te(i)x is this year's <a href=""http://razzball.com/fantasy-baseball-terms/#Zombino"">Zombino</a>, making the Cards wish they traded for him like Berkman in 2011 and Beltran last year.  On the other hand, I also wouldn't be surprised to see him miss forty games and hit .240.  On the third hand that is actually a mechanical claw that lazy people use to pick up their remote control, I probably won't own him ranking him this low."
8610,Kendrys Morales,SEA,1B,1B,1B,1B,107,460,414.1675486,77,26,89,,0.272,0.319,113,147,,,,,,,,,,"When he went to Seattle, I wrote up a whole post on my <a href=""http://razzball.com/seattle-bats-need-cialis-settle-for-morales/"">Kendrys Morales 2013 fantasy</a>.  It's silly enjoyable.  Silly, I tell ya!  There was also a <a href=""http://razzball.com/discount-double-check-kendrys-morales/"">Kendrys Morales sleeper</a> post.  Kendrii's getting some love!  As for the trade of Morse to Seattle, I think Morse will play the majority of his time in the outfield when the M's see Jason Bay and Raul Ibanez trying to play the field while avoiding The Grim Reaper, and Kendrys's (man, his extra S is annoying) playing time will remain relatively fine if he hits. "
4962,Asdrubal Cabrera,CLE,SS,SS,SS,SS,108,672,605.5092096,77,17,86,14,0.272,0.337,165,226,,,,,,,,,,"This is a new tier.  This tier goes from here until Jeter.  I call this tier, ""I'll take one of these guys, but by design they're lower than others have them.""  Asdrubal's a hair better than Prado.  I can't make heads or tails on whether that's a compliment.  If Asdrubal sticks as the three hole hitter as he did last year, he'll be the next-to-worst three hole hitter after whoever the Astros pin the tail on.  To rephrase all of that in a more confusing manner, the hair on Asdrubal is trying to pin the tail onto a compliment."
5417,Jose Altuve,HOU,2B,2B,2B,2B,109,680,632.3822441,87,8,43,28,0.304,0.318,192,216,,,,,,,,,,"Because my math skills are like those of a wizard-calculator hybrid -- a calculatard -- that can tell you the sine and cosine while on a complete tangent, I've decided to figure out how many steals Altuve will get compared to how many inches he is tall.  The ratio is 1:1.   If you're not sure what to make of Altuve, think of him as Bonifacio with a better average, slightly better power and less speed.  If you don't know Bonifacio, I'm out of comparisons.  Sorry."
7304,Salvador Perez,KC,C,C,C,C,110,451,425.9162168,62,19,79,,0.312,0.306,133,138,,,,,,,,,,"This is a new tier.  This tier goes from here until Napoli.  I call this tier, ""I'll draft these guys if they fall to the right spot.""  By the tier name, I mean I'm definitely punting only the top tier of catchers, but -- and this is a J. Lo-sized but -- I'm also not reaching for any of these guys.  They'd have to fall a few rounds past their average draft spot.  As much as I like this tier, I'd also gladly wait until the last rounds for a catcher.  In 76 games (289 ABs), he hit 11 homers and .301, missing the rest of the time due to a meniscus tear in Spring Training.  At a <a href=""http://razzball.com/fantasy-baseball-terms/#Latin_(Fill_in_Age)"">Latin 22 years old</a>, Perez's 2012 76-game showcase should be seen merely as the tip of the iceberg, right ahead!  Out of 28 catchers that had at least 300 plate appearances, Perez was number one for strikeout rate.  He was beyond excellent with an under 9% strikeout rate.  This alone would lead me to believe there's no way he hits below .285 without some hideous luck and there's a chance he hits something like .320. He doesn't walk at all, but I'm willing to give him a slight bye here because his contact rate is so strong.  As the guy who smelled like Schlitz in Little League told you, put the ball into play and good things happen.   The best real world example is Yadier ""Don't Call Me Alfred"" Molina.  I worry Perez won't hit power for a few years, but he could develop it.  11 homers last year makes me think (or methinks, if leprechauns are reading) the power is developing.  He's not going to come at the end of your drafts, but he should outperform his draft slot."
